u	v	score
ENSG00000004776	ENSG00000072195	0.912084297038843
ENSG00000004776	ENSG00000073712	0.9134383927372455
ENSG00000004776	ENSG00000075073	0.9184142866697987
ENSG00000004776	ENSG00000076706	0.7609949252966265
ENSG00000004776	ENSG00000077157	0.9393247489049084
ENSG00000004776	ENSG00000079308	0.9024269278667739
ENSG00000004776	ENSG00000080224	0.7499402837083002
ENSG00000004776	ENSG00000082175	0.860264304200419
ENSG00000004776	ENSG00000087258	0.8552772817882471
ENSG00000004776	ENSG00000095637	0.9456332000151485
ENSG00000004776	ENSG00000097096	0.7576590394437088
ENSG00000004776	ENSG00000100302	0.7405960026637216
ENSG00000004776	ENSG00000100307	0.8163595685666069
ENSG00000004776	ENSG00000101335	0.9301268640333283
ENSG00000004776	ENSG00000103241	0.8073073491561596
ENSG00000004776	ENSG00000104936	0.8809813712380544
ENSG00000004776	ENSG00000105270	0.9151535817553099
ENSG00000004776	ENSG00000105737	0.8387656019830534
ENSG00000004776	ENSG00000105894	0.724302240927215
ENSG00000004776	ENSG00000106771	0.7228794290004457
ENSG00000004776	ENSG00000107130	0.829137839415391
ENSG00000004776	ENSG00000107186	0.7794613058458169
ENSG00000004776	ENSG00000107796	0.9080424962303736
ENSG00000004776	ENSG00000108797	0.7421132965494525
ENSG00000004776	ENSG00000108823	0.7202689598976849
ENSG00000004776	ENSG00000108861	0.7691036326867263
ENSG00000004776	ENSG00000108924	0.846199138297497
ENSG00000004776	ENSG00000109846	0.8432357760340597
ENSG00000004776	ENSG00000111262	0.7583499706366972
ENSG00000004776	ENSG00000112183	0.7991225898567219
ENSG00000004776	ENSG00000112186	0.9264734557935461
ENSG00000004776	ENSG00000112208	0.7938344255326483
ENSG00000004776	ENSG00000112276	0.9181190966746924
ENSG00000004776	ENSG00000112320	0.7031401619667632
ENSG00000004776	ENSG00000112425	0.8982247040352589
ENSG00000004776	ENSG00000113657	0.7989103355165011
ENSG00000004776	ENSG00000115593	0.8639191559838652
ENSG00000004776	ENSG00000117569	0.7463674727388245
ENSG00000004776	ENSG00000118160	0.7091765096615986
ENSG00000004776	ENSG00000118257	0.7367427145494193
ENSG00000004776	ENSG00000118407	0.9097236733583451
ENSG00000004776	ENSG00000118496	0.7557095464538318
ENSG00000004776	ENSG00000118729	0.8507361252181452
ENSG00000004776	ENSG00000118762	0.7404716419497923
ENSG00000004776	ENSG00000121440	0.7567931469587892
ENSG00000004776	ENSG00000122367	0.9467034149053177
ENSG00000004776	ENSG00000122786	0.9305531086791183
ENSG00000004776	ENSG00000123570	0.8741100165024015
ENSG00000004776	ENSG00000125503	0.791713518072147
ENSG00000004776	ENSG00000125868	0.8587021953550649
ENSG00000004776	ENSG00000128573	0.8835939124498554
ENSG00000004776	ENSG00000128591	0.9159300049005977
ENSG00000004776	ENSG00000128596	0.7632257227795625
ENSG00000004776	ENSG00000129116	0.9009373626400373
ENSG00000004776	ENSG00000130176	0.9299469997371823
ENSG00000004776	ENSG00000130224	0.788139275016103
ENSG00000004776	ENSG00000130226	0.7349824490079978
ENSG00000004776	ENSG00000131171	0.7346500682282772
ENSG00000004776	ENSG00000131668	0.8522964400667236
ENSG00000004776	ENSG00000131711	0.8438857855934364
ENSG00000004776	ENSG00000131831	0.725753580488917
ENSG00000004776	ENSG00000132840	0.8453024599240865
ENSG00000004776	ENSG00000133107	0.8491843793607338
ENSG00000004776	ENSG00000134769	0.7413063439958737
ENSG00000004776	ENSG00000135333	0.798903479812584
ENSG00000004776	ENSG00000135424	0.9070391500467675
ENSG00000004776	ENSG00000135447	0.7064584566230531
ENSG00000004776	ENSG00000136274	0.7577265273471764
ENSG00000004776	ENSG00000136842	0.8478289485723397
ENSG00000004776	ENSG00000137076	0.7841155582925617
ENSG00000004776	ENSG00000137094	0.904387963673069
ENSG00000004776	ENSG00000137124	0.7589418855672182
ENSG00000004776	ENSG00000137726	0.7760784489554128
ENSG00000004776	ENSG00000138685	0.7038510769122001
ENSG00000004776	ENSG00000140416	0.9420043505806429
ENSG00000004776	ENSG00000140682	0.885030499109213
ENSG00000004776	ENSG00000141052	0.918126106887222
ENSG00000004776	ENSG00000143878	0.7114304799696279
ENSG00000004776	ENSG00000143995	0.7314614541059735
ENSG00000004776	ENSG00000144668	0.81320323429577
ENSG00000004776	ENSG00000144712	0.7219689306964452
ENSG00000004776	ENSG00000144935	0.7067795273729987
ENSG00000004776	ENSG00000145012	0.8930090638290826
ENSG00000004776	ENSG00000145362	0.7803716890072941
ENSG00000004776	ENSG00000145687	0.7989706197828581
ENSG00000004776	ENSG00000145936	0.9159766955758003
ENSG00000004776	ENSG00000145990	0.7022653182912879
ENSG00000004776	ENSG00000147166	0.8318634093607115
ENSG00000004776	ENSG00000148411	0.8316121007871483
ENSG00000004776	ENSG00000148516	0.8526862334644548
ENSG00000004776	ENSG00000149591	0.9130884831200341
ENSG00000004776	ENSG00000149596	0.8938342076418916
ENSG00000004776	ENSG00000149970	0.8259293964673475
ENSG00000004776	ENSG00000150510	0.7832054747933739
ENSG00000004776	ENSG00000150764	0.9118780279064045
ENSG00000004776	ENSG00000151320	0.9073707371242061
ENSG00000004776	ENSG00000151967	0.7447963822625486
ENSG00000004776	ENSG00000152137	0.9181527735151411
ENSG00000004776	ENSG00000152217	0.706845858081072
ENSG00000004776	ENSG00000152583	0.8762125181940031
ENSG00000004776	ENSG00000154175	0.7030186388270507
ENSG00000004776	ENSG00000154553	0.9058896842778636
ENSG00000004776	ENSG00000154721	0.7286431301129646
ENSG00000004776	ENSG00000156113	0.9351294446138324
ENSG00000004776	ENSG00000156804	0.8098459331852953
ENSG00000004776	ENSG00000157110	0.8705581494628595
ENSG00000004776	ENSG00000158445	0.8871350607136335
ENSG00000004776	ENSG00000159176	0.9382716357517299
ENSG00000004776	ENSG00000159433	0.7394592810339119
ENSG00000004776	ENSG00000161638	0.7064576005663629
ENSG00000004776	ENSG00000162520	0.8494255498351188
ENSG00000004776	ENSG00000162599	0.7243836352039977
ENSG00000004776	ENSG00000162614	0.8980986534523845
ENSG00000004776	ENSG00000163017	0.9265450170203534
ENSG00000004776	ENSG00000163171	0.7866760159530962
ENSG00000004776	ENSG00000163681	0.8365346828849174
ENSG00000004776	ENSG00000163754	0.761143945989266
ENSG00000004776	ENSG00000163820	0.8159731676656721
ENSG00000004776	ENSG00000164107	0.8896662299099031
ENSG00000004776	ENSG00000164197	0.7019093854216172
ENSG00000004776	ENSG00000164309	0.7986786817012911
ENSG00000004776	ENSG00000165072	0.7152346494132682
ENSG00000004776	ENSG00000165323	0.7501164862469251
ENSG00000004776	ENSG00000165410	0.9308806997185403
ENSG00000004776	ENSG00000165495	0.7180077610124461
ENSG00000004776	ENSG00000165966	0.9288517075198363
ENSG00000004776	ENSG00000165996	0.7739305846669473
ENSG00000004776	ENSG00000166025	0.7219104717086837
ENSG00000004776	ENSG00000166086	0.7537156234024608
ENSG00000004776	ENSG00000166333	0.8199689662063507
ENSG00000004776	ENSG00000166407	0.8934049630758102
ENSG00000004776	ENSG00000166831	0.9340191061379336
ENSG00000004776	ENSG00000166963	0.795320942513216
ENSG00000004776	ENSG00000167081	0.8389464584835395
ENSG00000004776	ENSG00000167549	0.744173807808324
ENSG00000004776	ENSG00000167552	0.7535857847558062
ENSG00000004776	ENSG00000167641	0.8298902745746992
ENSG00000004776	ENSG00000168734	0.7226522038377711
ENSG00000004776	ENSG00000169071	0.7502705094334181
ENSG00000004776	ENSG00000169504	0.8063036345776554
ENSG00000004776	ENSG00000169946	0.7376271082358677
ENSG00000004776	ENSG00000170624	0.7342690322510287
ENSG00000004776	ENSG00000172260	0.8944671109296534
ENSG00000004776	ENSG00000172399	0.7988658280222876
ENSG00000004776	ENSG00000172403	0.918176141713395
ENSG00000004776	ENSG00000173068	0.7610196835587154
ENSG00000004776	ENSG00000173175	0.816496886960064
ENSG00000004776	ENSG00000173546	0.7984891691036956
ENSG00000004776	ENSG00000173641	0.8897059950263003
ENSG00000004776	ENSG00000174576	0.7863514442926784
ENSG00000004776	ENSG00000175084	0.9040187246224167
ENSG00000004776	ENSG00000181619	0.8342889549726685
ENSG00000004776	ENSG00000182175	0.905378986562428
ENSG00000004776	ENSG00000182253	0.9340199863872692
ENSG00000004776	ENSG00000182575	0.701214042592651
ENSG00000004776	ENSG00000182963	0.8241734484565494
ENSG00000004776	ENSG00000183023	0.725260587124775
ENSG00000004776	ENSG00000183230	0.8368006993243806
ENSG00000004776	ENSG00000183963	0.9184853309184248
ENSG00000004776	ENSG00000185046	0.8524602570575356
ENSG00000004776	ENSG00000185532	0.7984825310500938
ENSG00000004776	ENSG00000186111	0.7550945620347936
ENSG00000004776	ENSG00000186310	0.7665839369571098
ENSG00000004776	ENSG00000187391	0.8313856113225342
ENSG00000004776	ENSG00000188783	0.743296256253476
ENSG00000004776	ENSG00000189367	0.7802302086960129
ENSG00000004776	ENSG00000196557	0.8548586009988969
ENSG00000004776	ENSG00000196923	0.809542321885397
ENSG00000004776	ENSG00000196924	0.9075348244209867
ENSG00000004776	ENSG00000197256	0.8769478477362009
ENSG00000004776	ENSG00000197321	0.9049095991901027
ENSG00000004776	ENSG00000197361	0.962682135928218
ENSG00000004776	ENSG00000197381	0.7078501300883421
ENSG00000004776	ENSG00000197702	0.8595291362245998
ENSG00000004776	ENSG00000198467	0.9162205583923663
ENSG00000004776	ENSG00000198523	0.9033344957888325
ENSG00000004776	ENSG00000198838	0.8264891610940801
ENSG00000004776	ENSG00000198932	0.8293090937157606
ENSG00000004776	ENSG00000198947	0.9030750547803055
ENSG00000004776	ENSG00000204131	0.7377358540684466
ENSG00000004776	ENSG00000213949	0.8201474363440378
ENSG00000004799	ENSG00000018625	0.7299102061123512
ENSG00000004799	ENSG00000068976	0.7514781285779863
ENSG00000004799	ENSG00000102539	0.7238906022504048
ENSG00000004799	ENSG00000108924	0.7347340815258039
ENSG00000004799	ENSG00000119138	0.7251458236215379
ENSG00000004799	ENSG00000130037	0.7654504265367856
ENSG00000004799	ENSG00000130226	0.7094624609420742
ENSG00000004799	ENSG00000141639	0.7263001568978894
ENSG00000004799	ENSG00000165966	0.7331891829591655
ENSG00000004799	ENSG00000184205	0.7219905616343578
ENSG00000004848	ENSG00000079689	0.8063894615616103
ENSG00000004848	ENSG00000095981	0.8374111940793733
ENSG00000004848	ENSG00000102003	0.7010268940653988
ENSG00000004848	ENSG00000129990	0.7585521906280843
ENSG00000004848	ENSG00000130643	0.7448351011248002
ENSG00000004848	ENSG00000131094	0.717497453895287
ENSG00000004848	ENSG00000154975	0.8083568400993852
ENSG00000004848	ENSG00000163499	0.7148094597542867
ENSG00000004848	ENSG00000175426	0.7850701591732634
ENSG00000004848	ENSG00000178473	0.8415467529949965
ENSG00000004848	ENSG00000182255	0.7078081017835585
ENSG00000004866	ENSG00000135269	0.8671652530234719
ENSG00000004866	ENSG00000198898	0.7405632445023791
ENSG00000004939	ENSG00000142405	0.7236744796591016
ENSG00000004939	ENSG00000166947	0.7292278883545983
ENSG00000004948	ENSG00000036565	0.8723928091200155
ENSG00000004948	ENSG00000054356	0.7419260134734882
ENSG00000004948	ENSG00000077264	0.840244510323673
ENSG00000004948	ENSG00000082397	0.7597462264532248
ENSG00000004948	ENSG00000104723	0.7575626706066066
ENSG00000004948	ENSG00000104760	0.837347203517352
ENSG00000004948	ENSG00000104901	0.7169791690695274
ENSG00000004948	ENSG00000109472	0.7551141280578348
ENSG00000004948	ENSG00000121905	0.9244250141476036
ENSG00000004948	ENSG00000125820	0.866663854875724
ENSG00000004948	ENSG00000125861	0.7531241074779402
ENSG00000004948	ENSG00000129167	0.9270164796289709
ENSG00000004948	ENSG00000136750	0.7907947408712079
ENSG00000004948	ENSG00000136854	0.720588534408528
ENSG00000004948	ENSG00000145198	0.9077763631149539
ENSG00000004948	ENSG00000145526	0.8042015069741216
ENSG00000004948	ENSG00000147378	0.8335378680054049
ENSG00000004948	ENSG00000154319	0.9061927197758652
ENSG00000004948	ENSG00000162761	0.9323691999226433
ENSG00000004948	ENSG00000163536	0.8042650120320387
ENSG00000004948	ENSG00000170214	0.8874095807660799
ENSG00000004948	ENSG00000171532	0.9144426598659449
ENSG00000004948	ENSG00000173404	0.7766091888353327
ENSG00000004948	ENSG00000178084	0.8522869123645495
ENSG00000004948	ENSG00000178409	0.9003029832638602
ENSG00000004948	ENSG00000180535	0.7186361456930134
ENSG00000004948	ENSG00000183775	0.7744249916800497
ENSG00000004948	ENSG00000185002	0.7325022311962516
ENSG00000004948	ENSG00000185053	0.7305282004111424
ENSG00000004948	ENSG00000187024	0.7028245449744934
ENSG00000004948	ENSG00000203972	0.7015685102188707
ENSG00000004948	ENSG00000248746	0.8614329942947572
ENSG00000005007	ENSG00000085872	0.7397524511825915
ENSG00000005007	ENSG00000129933	0.7385153084300037
ENSG00000005073	ENSG00000106031	0.7661432202162725
ENSG00000005073	ENSG00000253293	0.7379755172699317
ENSG00000005100	ENSG00000167721	0.7303323205082274
ENSG00000005102	ENSG00000120156	0.7307199742898464
ENSG00000005102	ENSG00000122679	0.7169912499786949
ENSG00000005102	ENSG00000126785	0.7156551769567709
ENSG00000005102	ENSG00000157554	0.7340395793025528
ENSG00000005102	ENSG00000166265	0.7050336548972737
ENSG00000005102	ENSG00000170989	0.7056476650622074
ENSG00000005102	ENSG00000174175	0.7790973341357967
ENSG00000005102	ENSG00000261371	0.7062498041176672
ENSG00000005175	ENSG00000134283	0.7036854440774435
ENSG00000005243	ENSG00000011465	0.7031238377306518
ENSG00000005243	ENSG00000023902	0.7102899846401416
ENSG00000005243	ENSG00000072163	0.7065807351476859
ENSG00000005243	ENSG00000073712	0.7032738469739508
ENSG00000005243	ENSG00000100097	0.7162709631661698
ENSG00000005243	ENSG00000105270	0.715060377627073
ENSG00000005243	ENSG00000107796	0.7511374826065923
ENSG00000005243	ENSG00000109846	0.7556016567106978
ENSG00000005243	ENSG00000111341	0.7539939586629855
ENSG00000005243	ENSG00000113657	0.7018971836890333
ENSG00000005243	ENSG00000117069	0.7104097921443302
ENSG00000005243	ENSG00000119865	0.7877796648674428
ENSG00000005243	ENSG00000120820	0.7656335129951298
ENSG00000005243	ENSG00000131668	0.7004142315661257
ENSG00000005243	ENSG00000132840	0.7044921303698194
ENSG00000005243	ENSG00000134201	0.7242985053731624
ENSG00000005243	ENSG00000136732	0.7511673033639851
ENSG00000005243	ENSG00000137726	0.7218242872979522
ENSG00000005243	ENSG00000138080	0.7512679051575912
ENSG00000005243	ENSG00000140682	0.7536664378491346
ENSG00000005243	ENSG00000142173	0.7341126518001905
ENSG00000005243	ENSG00000145861	0.7017706066338384
ENSG00000005243	ENSG00000149591	0.7414771595509572
ENSG00000005243	ENSG00000152049	0.7373681064394855
ENSG00000005243	ENSG00000154553	0.7452645691559132
ENSG00000005243	ENSG00000163430	0.7172811004264651
ENSG00000005243	ENSG00000163453	0.7426661480194141
ENSG00000005243	ENSG00000166963	0.7113975262470733
ENSG00000005243	ENSG00000167552	0.7528654311082921
ENSG00000005243	ENSG00000168461	0.7150122312116535
ENSG00000005243	ENSG00000168734	0.7081415681717068
ENSG00000005243	ENSG00000169071	0.7107226670420355
ENSG00000005243	ENSG00000169946	0.7061384591714002
ENSG00000005243	ENSG00000170276	0.8058562169670977
ENSG00000005243	ENSG00000172638	0.824251091816546
ENSG00000005243	ENSG00000173068	0.7072502468605292
ENSG00000005243	ENSG00000174740	0.7424386592850768
ENSG00000005243	ENSG00000176014	0.7044698329423241
ENSG00000005243	ENSG00000182636	0.7679769226987508
ENSG00000005243	ENSG00000183580	0.7150335104509757
ENSG00000005243	ENSG00000186310	0.7749671362813232
ENSG00000005243	ENSG00000188783	0.727881375965514
ENSG00000005243	ENSG00000196923	0.7328612823458789
ENSG00000005243	ENSG00000197702	0.7011370366634884
ENSG00000005243	ENSG00000198832	0.7653917887481525
ENSG00000005243	ENSG00000239697	0.7484382111222013
ENSG00000005471	ENSG00000008277	0.9548477607860806
ENSG00000005471	ENSG00000058091	0.8528192450891529
ENSG00000005471	ENSG00000075213	0.8067616056638302
ENSG00000005471	ENSG00000079931	0.868091611752656
ENSG00000005471	ENSG00000089199	0.8935959712533327
ENSG00000005471	ENSG00000105784	0.8405815914245394
ENSG00000005471	ENSG00000105793	0.8661349054067132
ENSG00000005471	ENSG00000105880	0.9552255460828175
ENSG00000005471	ENSG00000106089	0.7455487328803716
ENSG00000005471	ENSG00000107807	0.9376959864866614
ENSG00000005471	ENSG00000115844	0.9670335217790681
ENSG00000005471	ENSG00000116785	0.8591727555585563
ENSG00000005471	ENSG00000127914	0.7099696675772661
ENSG00000005471	ENSG00000133636	0.9769437217973149
ENSG00000005471	ENSG00000135363	0.9369284028791581
ENSG00000005471	ENSG00000144355	0.98561817627068
ENSG00000005471	ENSG00000151640	0.8007657123072088
ENSG00000005471	ENSG00000162630	0.9075615963325321
ENSG00000005471	ENSG00000162975	0.9669749876577409
ENSG00000005471	ENSG00000168621	0.9759278122897332
ENSG00000005471	ENSG00000171195	0.869585094001366
ENSG00000005471	ENSG00000176136	0.7674718303239695
ENSG00000005471	ENSG00000180730	0.8115607182942435
ENSG00000005471	ENSG00000182771	0.7153807103238606
ENSG00000005471	ENSG00000186472	0.9716058605048462
ENSG00000005471	ENSG00000188620	0.8335616357727289
ENSG00000005810	ENSG00000103657	0.7183493709105944
ENSG00000005844	ENSG00000009790	0.9220196936736967
ENSG00000005844	ENSG00000010610	0.7398166654088044
ENSG00000005844	ENSG00000010671	0.7452346563650745
ENSG00000005844	ENSG00000013725	0.9330626704334137
ENSG00000005844	ENSG00000023892	0.7017010132340272
ENSG00000005844	ENSG00000056558	0.8179799194152123
ENSG00000005844	ENSG00000065413	0.8874656450025207
ENSG00000005844	ENSG00000066294	0.8206253288840353
ENSG00000005844	ENSG00000069493	0.8899268435811226
ENSG00000005844	ENSG00000073861	0.7901824884556617
ENSG00000005844	ENSG00000074706	0.8292139371934633
ENSG00000005844	ENSG00000075884	0.8345636794929938
ENSG00000005844	ENSG00000081320	0.7034996662765118
ENSG00000005844	ENSG00000083799	0.7833394328454314
ENSG00000005844	ENSG00000089012	0.8565720577585851
ENSG00000005844	ENSG00000096996	0.8280465464188654
ENSG00000005844	ENSG00000100055	0.8316298579492001
ENSG00000005844	ENSG00000100351	0.9074532959535461
ENSG00000005844	ENSG00000100385	0.8191759057423335
ENSG00000005844	ENSG00000101082	0.7907061476151483
ENSG00000005844	ENSG00000101445	0.8104846590427672
ENSG00000005844	ENSG00000102245	0.7983682785430961
ENSG00000005844	ENSG00000103365	0.7268269607396545
ENSG00000005844	ENSG00000103522	0.7588798926979476
ENSG00000005844	ENSG00000105483	0.7139979727773593
ENSG00000005844	ENSG00000105639	0.86407188321285
ENSG00000005844	ENSG00000106560	0.7011748258944072
ENSG00000005844	ENSG00000106948	0.8995323300696269
ENSG00000005844	ENSG00000106952	0.8264840456161069
ENSG00000005844	ENSG00000107099	0.9214689306380425
ENSG00000005844	ENSG00000109943	0.7951532652385965
ENSG00000005844	ENSG00000110848	0.7395774417995297
ENSG00000005844	ENSG00000110876	0.7068992754856541
ENSG00000005844	ENSG00000110934	0.9199480583414018
ENSG00000005844	ENSG00000113088	0.769103092156111
ENSG00000005844	ENSG00000113263	0.8479966860412741
ENSG00000005844	ENSG00000113532	0.777181250823386
ENSG00000005844	ENSG00000115085	0.8509268724366897
ENSG00000005844	ENSG00000115165	0.7358957016757346
ENSG00000005844	ENSG00000115232	0.7996179339468839
ENSG00000005844	ENSG00000115935	0.8304867200482211
ENSG00000005844	ENSG00000116824	0.8234962060090674
