No.;Gene name;Score;Oncogene or Tumor Suppresson gene
2802;;9.71E-05;#N/A
2803;;9.71E-05;#N/A
2804;;9.71E-05;#N/A
2805;;9.71E-05;#N/A
2806;;9.69E-05;#N/A
2807;;9.68E-05;#N/A
2808;;9.67E-05;#N/A
2809;;9.66E-05;#N/A
2810;;9.66E-05;#N/A
2811;;9.66E-05;#N/A
2812;;9.66E-05;#N/A
2813;;9.64E-05;#N/A
2814;;9.64E-05;#N/A
2815;;9.64E-05;#N/A
2816;;9.64E-05;#N/A
2817;;9.63E-05;#N/A
2818;;9.62E-05;#N/A
2819;;9.62E-05;#N/A
2820;;9.62E-05;#N/A
2821;;9.61E-05;#N/A
2822;;9.59E-05;#N/A
2823;;9.59E-05;#N/A
2824;;9.59E-05;#N/A
2825;;9.58E-05;#N/A
2826;;9.58E-05;#N/A
2827;;9.56E-05;#N/A
2828;;9.56E-05;#N/A
2829;;9.56E-05;#N/A
2830;;9.56E-05;#N/A
2831;;9.55E-05;#N/A
2832;;9.55E-05;#N/A
2833;;9.55E-05;#N/A
2834;;9.55E-05;#N/A
2835;;9.54E-05;#N/A
2836;;9.54E-05;#N/A
2837;;9.54E-05;#N/A
2838;;9.54E-05;#N/A
2839;;9.53E-05;#N/A
2840;;9.53E-05;#N/A
2841;;9.53E-05;#N/A
2842;;9.53E-05;#N/A
2843;;9.53E-05;#N/A
2844;;9.53E-05;#N/A
2845;;9.52E-05;#N/A
2846;;9.52E-05;#N/A
2847;;9.52E-05;#N/A
2848;;9.52E-05;#N/A
2849;;9.51E-05;#N/A
2850;;9.51E-05;#N/A
2851;;9.51E-05;#N/A
2852;;9.51E-05;#N/A
2853;;9.51E-05;#N/A
2854;;9.51E-05;#N/A
2855;;9.50E-05;#N/A
2856;;9.50E-05;#N/A
2857;;9.50E-05;#N/A
2858;;9.49E-05;#N/A
2859;;9.49E-05;#N/A
2860;;9.49E-05;#N/A
2861;;9.49E-05;#N/A
2862;;9.49E-05;#N/A
2863;;9.47E-05;#N/A
2864;;9.47E-05;#N/A
2865;;9.47E-05;#N/A
2866;;9.47E-05;#N/A
2867;;9.45E-05;#N/A
2868;;9.45E-05;#N/A
2869;;9.44E-05;#N/A
2870;;9.43E-05;#N/A
2871;;9.43E-05;#N/A
2872;;9.43E-05;#N/A
2873;;9.43E-05;#N/A
2874;;9.43E-05;#N/A
2875;;9.43E-05;#N/A
2876;;9.42E-05;#N/A
2877;;9.42E-05;#N/A
2878;;9.42E-05;#N/A
2879;;9.42E-05;#N/A
2880;;9.41E-05;#N/A
2881;;9.41E-05;#N/A
2882;;9.41E-05;#N/A
2883;;9.40E-05;#N/A
2884;;9.40E-05;#N/A
2885;;9.40E-05;#N/A
2886;;9.40E-05;#N/A
2887;;9.40E-05;#N/A
2888;;9.40E-05;#N/A
2889;;9.40E-05;#N/A
2890;;9.39E-05;#N/A
2891;;9.39E-05;#N/A
2892;;9.38E-05;#N/A
2893;;9.37E-05;#N/A
2894;;9.37E-05;#N/A
2895;;9.37E-05;#N/A
2896;;9.37E-05;#N/A
2897;;9.37E-05;#N/A
2898;;9.36E-05;#N/A
2899;;9.36E-05;#N/A
2900;;9.36E-05;#N/A
2901;;9.36E-05;#N/A
2902;;9.36E-05;#N/A
2903;;9.36E-05;#N/A
2904;;9.35E-05;#N/A
2905;;9.35E-05;#N/A
2906;;9.35E-05;#N/A
2907;;9.34E-05;#N/A
2908;;9.33E-05;#N/A
2909;;9.32E-05;#N/A
2910;;9.31E-05;#N/A
2911;;9.31E-05;#N/A
2912;;9.31E-05;#N/A
2913;;9.31E-05;#N/A
2914;;9.30E-05;#N/A
2915;;9.29E-05;#N/A
2916;;9.29E-05;#N/A
2917;;9.29E-05;#N/A
2918;;9.28E-05;#N/A
2919;;9.28E-05;#N/A
2920;;9.28E-05;#N/A
2921;;9.28E-05;#N/A
2922;;9.28E-05;#N/A
2923;;9.27E-05;#N/A
2924;;9.27E-05;#N/A
2925;;9.27E-05;#N/A
2926;;9.27E-05;#N/A
2927;;9.27E-05;#N/A
2928;;9.27E-05;#N/A
2929;;9.27E-05;#N/A
2930;;9.26E-05;#N/A
2931;;9.26E-05;#N/A
2932;;9.26E-05;#N/A
2933;;9.26E-05;#N/A
2934;;9.25E-05;#N/A
2935;;9.25E-05;#N/A
2936;;9.25E-05;#N/A
2937;;9.25E-05;#N/A
2938;;9.25E-05;#N/A
2939;;9.25E-05;#N/A
2940;;9.25E-05;#N/A
2941;;9.24E-05;#N/A
2942;;9.24E-05;#N/A
2943;;9.24E-05;#N/A
2944;;9.24E-05;#N/A
2945;;9.24E-05;#N/A
2946;;9.24E-05;#N/A
2947;;9.23E-05;#N/A
2948;;9.22E-05;#N/A
2949;;9.22E-05;#N/A
2950;;9.22E-05;#N/A
2951;;9.21E-05;#N/A
2952;;9.21E-05;#N/A
2953;;9.21E-05;#N/A
2954;;9.21E-05;#N/A
2955;;9.20E-05;#N/A
2956;;9.20E-05;#N/A
2957;;9.20E-05;#N/A
2958;;9.20E-05;#N/A
2959;;9.20E-05;#N/A
2960;;9.19E-05;#N/A
2961;;9.19E-05;#N/A
2962;;9.19E-05;#N/A
2963;;9.18E-05;#N/A
2964;;9.18E-05;#N/A
2965;;9.18E-05;#N/A
2966;;9.18E-05;#N/A
2967;;9.18E-05;#N/A
2968;;9.18E-05;#N/A
2969;;9.17E-05;#N/A
2970;;9.17E-05;#N/A
2971;;9.17E-05;#N/A
2972;;9.17E-05;#N/A
2973;;9.17E-05;#N/A
2974;;9.17E-05;#N/A
2975;;9.17E-05;#N/A
2976;;9.16E-05;#N/A
2977;;9.16E-05;#N/A
2978;;9.16E-05;#N/A
2979;;9.16E-05;#N/A
2980;;9.16E-05;#N/A
2981;;9.16E-05;#N/A
2982;;9.16E-05;#N/A
2983;;9.15E-05;#N/A
2984;;9.15E-05;#N/A
2985;;9.15E-05;#N/A
2986;;9.13E-05;#N/A
2987;;9.13E-05;#N/A
2988;;9.13E-05;#N/A
2989;;9.13E-05;#N/A
2990;;9.12E-05;#N/A
2991;;9.12E-05;#N/A
2992;;9.12E-05;#N/A
2993;;9.12E-05;#N/A
2994;;9.12E-05;#N/A
2995;;9.11E-05;#N/A
2996;;9.10E-05;#N/A
2997;;9.10E-05;#N/A
2998;;9.10E-05;#N/A
2999;;9.10E-05;#N/A
3000;;9.09E-05;#N/A
3001;;9.09E-05;#N/A
3002;;9.09E-05;#N/A
3003;;9.08E-05;#N/A
3004;;9.08E-05;#N/A
3005;;9.08E-05;#N/A
3006;;9.08E-05;#N/A
3007;;9.08E-05;#N/A
3008;;9.07E-05;#N/A
3009;;9.07E-05;#N/A
3010;;9.07E-05;#N/A
3011;;9.07E-05;#N/A
3012;;9.07E-05;#N/A
3013;;9.06E-05;#N/A
3014;;9.06E-05;#N/A
3015;;9.05E-05;#N/A
3016;;9.04E-05;#N/A
3017;;9.04E-05;#N/A
3018;;9.04E-05;#N/A
3019;;9.04E-05;#N/A
3020;;9.03E-05;#N/A
3021;;9.03E-05;#N/A
3022;;9.02E-05;#N/A
3023;;9.02E-05;#N/A
3024;;9.01E-05;#N/A
3025;;9.01E-05;#N/A
3026;;9.01E-05;#N/A
3027;;9.01E-05;#N/A
3028;;9.01E-05;#N/A
3029;;9.01E-05;#N/A
3030;;9.01E-05;#N/A
3031;;9.01E-05;#N/A
3032;;9.00E-05;#N/A
3033;;9.00E-05;#N/A
3034;;9.00E-05;#N/A
3035;;9.00E-05;#N/A
3036;;8.99E-05;#N/A
3037;;8.99E-05;#N/A
3038;;8.98E-05;#N/A
3039;;8.98E-05;#N/A
3040;;8.98E-05;#N/A
3041;;8.97E-05;#N/A
3042;;8.97E-05;#N/A
3043;;8.96E-05;#N/A
3044;;8.96E-05;#N/A
3045;;8.96E-05;#N/A
3046;;8.96E-05;#N/A
3047;;8.95E-05;#N/A
3048;;8.95E-05;#N/A
3049;;8.95E-05;#N/A
3050;;8.95E-05;#N/A
3051;;8.94E-05;#N/A
3052;;8.94E-05;#N/A
3053;;8.94E-05;#N/A
3054;;8.94E-05;#N/A
3055;;8.94E-05;#N/A
3056;;8.93E-05;#N/A
3057;;8.93E-05;#N/A
3058;;8.93E-05;#N/A
3059;;8.92E-05;#N/A
3060;;8.91E-05;#N/A
3061;;8.91E-05;#N/A
3062;;8.91E-05;#N/A
3063;;8.90E-05;#N/A
3064;;8.90E-05;#N/A
3065;;8.90E-05;#N/A
3066;;8.90E-05;#N/A
3067;;8.89E-05;#N/A
3068;;8.89E-05;#N/A
3069;;8.89E-05;#N/A
3070;;8.89E-05;#N/A
3071;;8.89E-05;#N/A
3072;;8.89E-05;#N/A
3073;;8.89E-05;#N/A
3074;;8.89E-05;#N/A
3075;;8.89E-05;#N/A
3076;;8.88E-05;#N/A
3077;;8.88E-05;#N/A
3078;;8.88E-05;#N/A
3079;;8.87E-05;#N/A
3080;;8.87E-05;#N/A
3081;;8.87E-05;#N/A
3082;;8.87E-05;#N/A
3083;;8.87E-05;#N/A
3084;;8.87E-05;#N/A
3085;;8.87E-05;#N/A
3086;;8.86E-05;#N/A
3087;;8.86E-05;#N/A
3088;;8.86E-05;#N/A
3089;;8.85E-05;#N/A
3090;;8.85E-05;#N/A
3091;;8.85E-05;#N/A
3092;;8.85E-05;#N/A
3093;;8.85E-05;#N/A
3094;;8.85E-05;#N/A
3095;;8.84E-05;#N/A
3096;;8.84E-05;#N/A
3097;;8.84E-05;#N/A
3098;;8.84E-05;#N/A
3099;;8.84E-05;#N/A
3100;;8.84E-05;#N/A
3101;;8.84E-05;#N/A
3102;;8.82E-05;#N/A
3103;;8.82E-05;#N/A
3104;;8.82E-05;#N/A
3105;;8.81E-05;#N/A
3106;;8.81E-05;#N/A
3107;;8.81E-05;#N/A
3108;;8.80E-05;#N/A
3109;;8.80E-05;#N/A
3110;;8.79E-05;#N/A
3111;;8.79E-05;#N/A
3112;;8.79E-05;#N/A
3113;;8.79E-05;#N/A
3114;;8.79E-05;#N/A
3115;;8.79E-05;#N/A
3116;;8.78E-05;#N/A
3117;;8.78E-05;#N/A
3118;;8.78E-05;#N/A
3119;;8.77E-05;#N/A
3120;;8.77E-05;#N/A
3121;;8.77E-05;#N/A
3122;;8.77E-05;#N/A
3123;;8.76E-05;#N/A
3124;;8.76E-05;#N/A
3125;;8.76E-05;#N/A
3126;;8.76E-05;#N/A
3127;;8.76E-05;#N/A
3128;;8.76E-05;#N/A
3129;;8.75E-05;#N/A
3130;;8.75E-05;#N/A
3131;;8.75E-05;#N/A
3132;;8.75E-05;#N/A
3133;;8.75E-05;#N/A
3134;;8.75E-05;#N/A
3135;;8.74E-05;#N/A
3136;;8.74E-05;#N/A
3137;;8.74E-05;#N/A
3138;;8.74E-05;#N/A
3139;;8.73E-05;#N/A
3140;;8.73E-05;#N/A
3141;;8.73E-05;#N/A
3142;;8.72E-05;#N/A
3143;;8.71E-05;#N/A
3144;;8.71E-05;#N/A
3145;;8.70E-05;#N/A
3146;;8.70E-05;#N/A
3147;;8.70E-05;#N/A
3148;;8.70E-05;#N/A
3149;;8.69E-05;#N/A
3150;;8.69E-05;#N/A
3151;;8.69E-05;#N/A
3152;;8.69E-05;#N/A
3153;;8.68E-05;#N/A
3154;;8.68E-05;#N/A
3155;;8.68E-05;#N/A
3156;;8.67E-05;#N/A
3157;;8.67E-05;#N/A
3158;;8.66E-05;#N/A
3159;;8.66E-05;#N/A
3160;;8.66E-05;#N/A
3161;;8.66E-05;#N/A
3162;;8.66E-05;#N/A
3163;;8.65E-05;#N/A
3164;;8.65E-05;#N/A
3165;;8.65E-05;#N/A
3166;;8.65E-05;#N/A
3167;;8.65E-05;#N/A
3168;;8.65E-05;#N/A
3169;;8.65E-05;#N/A
3170;;8.65E-05;#N/A
3171;;8.64E-05;#N/A
3172;;8.63E-05;#N/A
3173;;8.63E-05;#N/A
3174;;8.63E-05;#N/A
3175;;8.62E-05;#N/A
3176;;8.62E-05;#N/A
3177;;8.62E-05;#N/A
3178;;8.62E-05;#N/A
3179;;8.62E-05;#N/A
3180;;8.62E-05;#N/A
3181;;8.62E-05;#N/A
3182;;8.62E-05;#N/A
3183;;8.61E-05;#N/A
3184;;8.61E-05;#N/A
3185;;8.61E-05;#N/A
3186;;8.61E-05;#N/A
3187;;8.61E-05;#N/A
3188;;8.61E-05;#N/A
3189;;8.61E-05;#N/A
3190;;8.60E-05;#N/A
3191;;8.60E-05;#N/A
3192;;8.60E-05;#N/A
3193;;8.59E-05;#N/A
3194;;8.59E-05;#N/A
3195;;8.58E-05;#N/A
3196;;8.58E-05;#N/A
3197;;8.58E-05;#N/A
3198;;8.57E-05;#N/A
3199;;8.57E-05;#N/A
3200;;8.57E-05;#N/A
3201;;8.55E-05;#N/A
3202;;8.55E-05;#N/A
3203;;8.54E-05;#N/A
3204;;8.54E-05;#N/A
3205;;8.54E-05;#N/A
3206;;8.53E-05;#N/A
3207;;8.53E-05;#N/A
3208;;8.53E-05;#N/A
3209;;8.53E-05;#N/A
3210;;8.52E-05;#N/A
3211;;8.52E-05;#N/A
3212;;8.52E-05;#N/A
3213;;8.51E-05;#N/A
3214;;8.50E-05;#N/A
3215;;8.50E-05;#N/A
3216;;8.49E-05;#N/A
3217;;8.49E-05;#N/A
3218;;8.49E-05;#N/A
3219;;8.48E-05;#N/A
3220;;8.48E-05;#N/A
3221;;8.48E-05;#N/A
3222;;8.48E-05;#N/A
3223;;8.48E-05;#N/A
3224;;8.47E-05;#N/A
3225;;8.47E-05;#N/A
3226;;8.47E-05;#N/A
3227;;8.46E-05;#N/A
3228;;8.46E-05;#N/A
3229;;8.45E-05;#N/A
3230;;8.45E-05;#N/A
3231;;8.45E-05;#N/A
3232;;8.44E-05;#N/A
3233;;8.44E-05;#N/A
3234;;8.44E-05;#N/A
3235;;8.43E-05;#N/A
3236;;8.43E-05;#N/A
3237;;8.43E-05;#N/A
3238;;8.42E-05;#N/A
3239;;8.42E-05;#N/A
3240;;8.42E-05;#N/A
3241;;8.41E-05;#N/A
3242;;8.41E-05;#N/A
3243;;8.41E-05;#N/A
3244;;8.41E-05;#N/A
3245;;8.41E-05;#N/A
3246;;8.40E-05;#N/A
3247;;8.40E-05;#N/A
3248;;8.39E-05;#N/A
3249;;8.39E-05;#N/A
3250;;8.39E-05;#N/A
3251;;8.39E-05;#N/A
3252;;8.39E-05;#N/A
3253;;8.39E-05;#N/A
3254;;8.39E-05;#N/A
3255;;8.38E-05;#N/A
3256;;8.38E-05;#N/A
3257;;8.38E-05;#N/A
3258;;8.38E-05;#N/A
3259;;8.37E-05;#N/A
3260;;8.37E-05;#N/A
3261;;8.37E-05;#N/A
3262;;8.37E-05;#N/A
3263;;8.37E-05;#N/A
3264;;8.36E-05;#N/A
3265;;8.36E-05;#N/A
3266;;8.36E-05;#N/A
3267;;8.36E-05;#N/A
3268;;8.35E-05;#N/A
3269;;8.35E-05;#N/A
3270;;8.34E-05;#N/A
3271;;8.33E-05;#N/A
3272;;8.33E-05;#N/A
3273;;8.33E-05;#N/A
3274;;8.33E-05;#N/A
3275;;8.32E-05;#N/A
3276;;8.32E-05;#N/A
3277;;8.32E-05;#N/A
3278;;8.32E-05;#N/A
3279;;8.31E-05;#N/A
3280;;8.31E-05;#N/A
3281;;8.31E-05;#N/A
3282;;8.31E-05;#N/A
3283;;8.30E-05;#N/A
3284;;8.30E-05;#N/A
3285;;8.30E-05;#N/A
3286;;8.30E-05;#N/A
3287;;8.30E-05;#N/A
3288;;8.29E-05;#N/A
3289;;8.29E-05;#N/A
3290;;8.29E-05;#N/A
3291;;8.29E-05;#N/A
3292;;8.29E-05;#N/A
3293;;8.29E-05;#N/A
3294;;8.29E-05;#N/A
3295;;8.29E-05;#N/A
3296;;8.28E-05;#N/A
3297;;8.28E-05;#N/A
3298;;8.28E-05;#N/A
3299;;8.27E-05;#N/A
3300;;8.27E-05;#N/A
3301;;8.27E-05;#N/A
3302;;8.27E-05;#N/A
3303;;8.27E-05;#N/A
3304;;8.26E-05;#N/A
3305;;8.26E-05;#N/A
3306;;8.25E-05;#N/A
3307;;8.25E-05;#N/A
3308;;8.24E-05;#N/A
3309;;8.24E-05;#N/A
3310;;8.24E-05;#N/A
3311;;8.23E-05;#N/A
3312;;8.22E-05;#N/A
3313;;8.22E-05;#N/A
3314;;8.22E-05;#N/A
3315;;8.21E-05;#N/A
3316;;8.21E-05;#N/A
3317;;8.20E-05;#N/A
3318;;8.20E-05;#N/A
3319;;8.20E-05;#N/A
3320;;8.19E-05;#N/A
3321;;8.18E-05;#N/A
3322;;8.18E-05;#N/A
3323;;8.18E-05;#N/A
3324;;8.18E-05;#N/A
3325;;8.18E-05;#N/A
3326;;8.18E-05;#N/A
3327;;8.18E-05;#N/A
3328;;8.17E-05;#N/A
3329;;8.17E-05;#N/A
3330;;8.17E-05;#N/A
3331;;8.17E-05;#N/A
3332;;8.17E-05;#N/A
3333;;8.17E-05;#N/A
3334;;8.16E-05;#N/A
3335;;8.16E-05;#N/A
3336;;8.16E-05;#N/A
3337;;8.16E-05;#N/A
3338;;8.16E-05;#N/A
3339;;8.16E-05;#N/A
3340;;8.16E-05;#N/A
3341;;8.15E-05;#N/A
3342;;8.15E-05;#N/A
3343;;8.15E-05;#N/A
3344;;8.15E-05;#N/A
3345;;8.14E-05;#N/A
3346;;8.14E-05;#N/A
3347;;8.14E-05;#N/A
3348;;8.14E-05;#N/A
3349;;8.13E-05;#N/A
3350;;8.13E-05;#N/A
3351;;8.13E-05;#N/A
3352;;8.13E-05;#N/A
3353;;8.12E-05;#N/A
3354;;8.12E-05;#N/A
3355;;8.12E-05;#N/A
3356;;8.12E-05;#N/A
3357;;8.11E-05;#N/A
3358;;8.11E-05;#N/A
3359;;8.11E-05;#N/A
3360;;8.11E-05;#N/A
3361;;8.11E-05;#N/A
3362;;8.11E-05;#N/A
3363;;8.11E-05;#N/A
3364;;8.11E-05;#N/A
3365;;8.10E-05;#N/A
3366;;8.10E-05;#N/A
3367;;8.10E-05;#N/A
3368;;8.09E-05;#N/A
3369;;8.09E-05;#N/A
3370;;8.08E-05;#N/A
3371;;8.08E-05;#N/A
3372;;8.08E-05;#N/A
3373;;8.08E-05;#N/A
3374;;8.08E-05;#N/A
3375;;8.08E-05;#N/A
3376;;8.07E-05;#N/A
3377;;8.07E-05;#N/A
3378;;8.07E-05;#N/A
3379;;8.06E-05;#N/A
3380;;8.06E-05;#N/A
3381;;8.06E-05;#N/A
3382;;8.06E-05;#N/A
3383;;8.06E-05;#N/A
3384;;8.06E-05;#N/A
3385;;8.06E-05;#N/A
3386;;8.05E-05;#N/A
3387;;8.05E-05;#N/A
3388;;8.05E-05;#N/A
3389;;8.05E-05;#N/A
3390;;8.05E-05;#N/A
3391;;8.05E-05;#N/A
3392;;8.05E-05;#N/A
3393;;8.04E-05;#N/A
3394;;8.04E-05;#N/A
3395;;8.04E-05;#N/A
3396;;8.04E-05;#N/A
3397;;8.04E-05;#N/A
3398;;8.03E-05;#N/A
3399;;8.02E-05;#N/A
3400;;8.02E-05;#N/A
3401;;8.02E-05;#N/A
3402;;8.02E-05;#N/A
3403;;8.01E-05;#N/A
3404;;8.01E-05;#N/A
3405;;8.01E-05;#N/A
3406;;8.01E-05;#N/A
3407;;8.01E-05;#N/A
3408;;8.01E-05;#N/A
3409;;8.00E-05;#N/A
3410;;8.00E-05;#N/A
3411;;8.00E-05;#N/A
3412;;7.99E-05;#N/A
3413;;7.99E-05;#N/A
3414;;7.99E-05;#N/A
3415;;7.99E-05;#N/A
3416;;7.99E-05;#N/A
3417;;7.99E-05;#N/A
3418;;7.98E-05;#N/A
3419;;7.98E-05;#N/A
3420;;7.98E-05;#N/A
3421;;7.98E-05;#N/A
3422;;7.97E-05;#N/A
3423;;7.97E-05;#N/A
3424;;7.97E-05;#N/A
3425;;7.97E-05;#N/A
3426;;7.97E-05;#N/A
3427;;7.97E-05;#N/A
3428;;7.97E-05;#N/A
3429;;7.96E-05;#N/A
3430;;7.96E-05;#N/A
3431;;7.96E-05;#N/A
3432;;7.96E-05;#N/A
3433;;7.95E-05;#N/A
3434;;7.95E-05;#N/A
3435;;7.95E-05;#N/A
3436;;7.95E-05;#N/A
3437;;7.94E-05;#N/A
3438;;7.94E-05;#N/A
3439;;7.94E-05;#N/A
3440;;7.94E-05;#N/A
3441;;7.94E-05;#N/A
3442;;7.94E-05;#N/A
3443;;7.94E-05;#N/A
3444;;7.93E-05;#N/A
3445;;7.93E-05;#N/A
3446;;7.93E-05;#N/A
3447;;7.92E-05;#N/A
3448;;7.92E-05;#N/A
3449;;7.92E-05;#N/A
3450;;7.92E-05;#N/A
3451;;7.91E-05;#N/A
3452;;7.91E-05;#N/A
3453;;7.91E-05;#N/A
3454;;7.91E-05;#N/A
3455;;7.91E-05;#N/A
3456;;7.90E-05;#N/A
3457;;7.90E-05;#N/A
3458;;7.90E-05;#N/A
3459;;7.90E-05;#N/A
3460;;7.90E-05;#N/A
3461;;7.89E-05;#N/A
3462;;7.89E-05;#N/A
3463;;7.89E-05;#N/A
3464;;7.89E-05;#N/A
3465;;7.89E-05;#N/A
3466;;7.89E-05;#N/A
3467;;7.88E-05;#N/A
3468;;7.88E-05;#N/A
3469;;7.88E-05;#N/A
3470;;7.88E-05;#N/A
3471;;7.88E-05;#N/A
3472;;7.87E-05;#N/A
3473;;7.87E-05;#N/A
3474;;7.86E-05;#N/A
3475;;7.86E-05;#N/A
3476;;7.86E-05;#N/A
3477;;7.85E-05;#N/A
3478;;7.85E-05;#N/A
3479;;7.84E-05;#N/A
3480;;7.84E-05;#N/A
3481;;7.84E-05;#N/A
3482;;7.84E-05;#N/A
3483;;7.84E-05;#N/A
3484;;7.83E-05;#N/A
3485;;7.83E-05;#N/A
3486;;7.83E-05;#N/A
3487;;7.82E-05;#N/A
3488;;7.82E-05;#N/A
3489;;7.81E-05;#N/A
3490;;7.81E-05;#N/A
3491;;7.80E-05;#N/A
3492;;7.80E-05;#N/A
3493;;7.80E-05;#N/A
3494;;7.79E-05;#N/A
3495;;7.79E-05;#N/A
3496;;7.79E-05;#N/A
3497;;7.79E-05;#N/A
3498;;7.78E-05;#N/A
3499;;7.78E-05;#N/A
3500;;7.78E-05;#N/A
3501;;7.78E-05;#N/A
3502;;7.78E-05;#N/A
3503;;7.78E-05;#N/A
3504;;7.78E-05;#N/A
3505;;7.77E-05;#N/A
3506;;7.77E-05;#N/A
3507;;7.77E-05;#N/A
3508;;7.77E-05;#N/A
3509;;7.77E-05;#N/A
3510;;7.77E-05;#N/A
3511;;7.77E-05;#N/A
3512;;7.77E-05;#N/A
3513;;7.76E-05;#N/A
3514;;7.76E-05;#N/A
3515;;7.76E-05;#N/A
3516;;7.75E-05;#N/A
3517;;7.74E-05;#N/A
3518;;7.74E-05;#N/A
3519;;7.74E-05;#N/A
3520;;7.74E-05;#N/A
3521;;7.74E-05;#N/A
3522;;7.74E-05;#N/A
3523;;7.73E-05;#N/A
3524;;7.73E-05;#N/A
3525;;7.73E-05;#N/A
3526;;7.73E-05;#N/A
3527;;7.73E-05;#N/A
3528;;7.72E-05;#N/A
3529;;7.72E-05;#N/A
3530;;7.72E-05;#N/A
3531;;7.72E-05;#N/A
3532;;7.72E-05;#N/A
3533;;7.72E-05;#N/A
3534;;7.72E-05;#N/A
3535;;7.72E-05;#N/A
3536;;7.71E-05;#N/A
3537;;7.71E-05;#N/A
3538;;7.71E-05;#N/A
3539;;7.70E-05;#N/A
3540;;7.70E-05;#N/A
3541;;7.69E-05;#N/A
3542;;7.69E-05;#N/A
3543;;7.69E-05;#N/A
3544;;7.69E-05;#N/A
3545;;7.68E-05;#N/A
3546;;7.68E-05;#N/A
3547;;7.68E-05;#N/A
3548;;7.68E-05;#N/A
3549;;7.68E-05;#N/A
3550;;7.68E-05;#N/A
3551;;7.68E-05;#N/A
3552;;7.68E-05;#N/A
3553;;7.67E-05;#N/A
3554;;7.67E-05;#N/A
3555;;7.67E-05;#N/A
3556;;7.67E-05;#N/A
3557;;7.67E-05;#N/A
3558;;7.67E-05;#N/A
3559;;7.67E-05;#N/A
3560;;7.67E-05;#N/A
3561;;7.67E-05;#N/A
3562;;7.67E-05;#N/A
3563;;7.66E-05;#N/A
3564;;7.66E-05;#N/A
3565;;7.66E-05;#N/A
3566;;7.65E-05;#N/A
3567;;7.65E-05;#N/A
3568;;7.65E-05;#N/A
3569;;7.65E-05;#N/A
3570;;7.65E-05;#N/A
3571;;7.65E-05;#N/A
3572;;7.64E-05;#N/A
3573;;7.64E-05;#N/A
3574;;7.64E-05;#N/A
3575;;7.64E-05;#N/A
3576;;7.64E-05;#N/A
3577;;7.64E-05;#N/A
3578;;7.64E-05;#N/A
3579;;7.63E-05;#N/A
3580;;7.63E-05;#N/A
3581;;7.62E-05;#N/A
3582;;7.62E-05;#N/A
3583;;7.62E-05;#N/A
3584;;7.62E-05;#N/A
3585;;7.61E-05;#N/A
3586;;7.60E-05;#N/A
3587;;7.60E-05;#N/A
3588;;7.60E-05;#N/A
3589;;7.60E-05;#N/A
3590;;7.60E-05;#N/A
3591;;7.60E-05;#N/A
3592;;7.60E-05;#N/A
3593;;7.59E-05;#N/A
3594;;7.59E-05;#N/A
3595;;7.59E-05;#N/A
3596;;7.58E-05;#N/A
3597;;7.58E-05;#N/A
3598;;7.58E-05;#N/A
3599;;7.57E-05;#N/A
3600;;7.56E-05;#N/A
3601;;7.56E-05;#N/A
3602;;7.56E-05;#N/A
3603;;7.56E-05;#N/A
3604;;7.56E-05;#N/A
3605;;7.56E-05;#N/A
3606;;7.56E-05;#N/A
3607;;7.55E-05;#N/A
3608;;7.55E-05;#N/A
3609;;7.55E-05;#N/A
3610;;7.55E-05;#N/A
3611;;7.55E-05;#N/A
3612;;7.54E-05;#N/A
3613;;7.54E-05;#N/A
3614;;7.54E-05;#N/A
3615;;7.54E-05;#N/A
3616;;7.54E-05;#N/A
3617;;7.54E-05;#N/A
3618;;7.53E-05;#N/A
3619;;7.53E-05;#N/A
3620;;7.53E-05;#N/A
3621;;7.53E-05;#N/A
3622;;7.53E-05;#N/A
3623;;7.53E-05;#N/A
3624;;7.52E-05;#N/A
3625;;7.51E-05;#N/A
3626;;7.51E-05;#N/A
3627;;7.51E-05;#N/A
3628;;7.51E-05;#N/A
3629;;7.51E-05;#N/A
3630;;7.51E-05;#N/A
3631;;7.50E-05;#N/A
3632;;7.50E-05;#N/A
3633;;7.50E-05;#N/A
3634;;7.50E-05;#N/A
3635;;7.50E-05;#N/A
3636;;7.50E-05;#N/A
3637;;7.49E-05;#N/A
3638;;7.49E-05;#N/A
3639;;7.49E-05;#N/A
3640;;7.49E-05;#N/A
3641;;7.49E-05;#N/A
3642;;7.48E-05;#N/A
3643;;7.48E-05;#N/A
3644;;7.48E-05;#N/A
3645;;7.47E-05;#N/A
3646;;7.47E-05;#N/A
3647;;7.47E-05;#N/A
3648;;7.46E-05;#N/A
3649;;7.46E-05;#N/A
3650;;7.46E-05;#N/A
3651;;7.46E-05;#N/A
3652;;7.46E-05;#N/A
3653;;7.45E-05;#N/A
3654;;7.45E-05;#N/A
3655;;7.45E-05;#N/A
3656;;7.44E-05;#N/A
3657;;7.44E-05;#N/A
3658;;7.43E-05;#N/A
3659;;7.43E-05;#N/A
3660;;7.43E-05;#N/A
3661;;7.43E-05;#N/A
3662;;7.42E-05;#N/A
3663;;7.42E-05;#N/A
3664;;7.42E-05;#N/A
3665;;7.42E-05;#N/A
3666;;7.42E-05;#N/A
3667;;7.42E-05;#N/A
3668;;7.41E-05;#N/A
3669;;7.41E-05;#N/A
3670;;7.41E-05;#N/A
3671;;7.41E-05;#N/A
3672;;7.40E-05;#N/A
3673;;7.40E-05;#N/A
3674;;7.39E-05;#N/A
