No.;Gene name;Score;Oncogene or Tumor Suppresson gene
498;NDUFB10;0.000312492;#N/A
499;CSNK2A2;0.000312457;#N/A
500;PUS7L;0.000312065;#N/A
501;PSMD4;0.000311852;#N/A
502;ARID4B;0.000311493;x
503;CAPRIN1;0.000311436;#N/A
504;ZC3H11A;0.000310943;#N/A
505;GOLGA4;0.00031087;#N/A
506;COX5B;0.000310527;#N/A
507;RAB11FIP2;0.000310366;#N/A
508;BTRC;0.000309721;#N/A
509;TEAD1;0.000309161;#N/A
510;ARHGAP25;0.000309002;#N/A
511;FERMT2;0.000308856;#N/A
512;CD53;0.000308466;#N/A
513;PPP1R12B;0.000308243;#N/A
514;SMC5;0.000308221;#N/A
515;TGFBR3;0.000308083;#N/A
516;TIMP2;0.000307722;#N/A
517;ZNF609;0.00030765;#N/A
518;LAMTOR2;0.000307181;#N/A
519;STOM;0.000307024;#N/A
520;CDC27;0.000306829;#N/A
521;TRAF3IP3;0.000306747;#N/A
522;BTK;0.00030641;x
523;EHD2;0.000306407;#N/A
524;CDC40;0.000306332;#N/A
525;PFDN5;0.000306185;#N/A
526;PRDX5;0.000306022;#N/A
527;MKLN1;0.000305759;#N/A
528;UBQLN1;0.000305749;#N/A
529;PRRC2C;0.000305637;#N/A
530;JAZF1;0.000305595;#N/A
531;BAG6;0.00030553;#N/A
532;GTF3C3;0.000305316;#N/A
533;DBN1;0.000305044;#N/A
534;DPYSL3;0.000304947;#N/A
535;SYNJ1;0.000304517;#N/A
536;MID2;0.000304133;#N/A
537;BRMS1;0.0003038;#N/A
538;YLPM1;0.000303615;#N/A
539;SORBS1;0.000303425;#N/A
540;XAB2;0.000303293;#N/A
541;ADCY5;0.000302977;#N/A
542;XPO1;0.00030274;x
543;EXOSC4;0.000302614;#N/A
544;USP38;0.000302507;#N/A
545;ZEB2;0.000302471;#N/A
546;NME3;0.000302385;#N/A
547;NAA15;0.000301688;#N/A
548;MEIS1;0.000301531;#N/A
549;UBR5;0.000301491;x
550;LTN1;0.000301144;#N/A
551;GON4L;0.000300913;#N/A
552;SUZ12;0.000300585;x
553;SNF8;0.000300035;#N/A
554;PQBP1;0.000299878;#N/A
555;APBB1IP;0.000299878;#N/A
556;RALGAPB;0.000299661;#N/A
557;ITGAL;0.00029941;#N/A
558;TAB2;0.00029923;#N/A
559;IL16;0.000299101;#N/A
560;TNPO1;0.000299049;#N/A
561;RBBP5;0.000299014;#N/A
562;TMEM160;0.000298979;#N/A
563;NCOA6;0.000298679;#N/A
564;ANKRD12;0.000298607;#N/A
565;ZFAND2B;0.000298228;#N/A
566;CLTB;0.000298047;#N/A
567;NBEAL1;0.00029749;#N/A
568;CUL1;0.000297377;#N/A
569;FAM126B;0.000296797;#N/A
570;SSNA1;0.000295006;#N/A
571;USP1;0.000294861;x
572;YWHAH;0.000294552;#N/A
573;IL10RA;0.000294508;#N/A
574;USP15;0.000294459;#N/A
575;RBMS3;0.00029418;#N/A
576;NOTCH2;0.000293865;x
577;WAS;0.000293393;#N/A
578;DPYSL2;0.000293344;#N/A
579;CSNK2A1;0.000292853;#N/A
580;ANKRD44;0.000291595;#N/A
581;SYT11;0.000291473;#N/A
582;NCKAP1L;0.000291319;#N/A
583;DMXL2;0.000291119;#N/A
584;CDC37;0.00029108;#N/A
585;RPLP2;0.000290699;#N/A
586;DOCK2;0.00029038;#N/A
587;SIRT6;0.000289716;#N/A
588;PIN1;0.000289698;#N/A
589;MEPCE;0.000289584;#N/A
590;SFN;0.000289434;#N/A
591;ATAD3A;0.000289252;#N/A
592;NAA25;0.000289097;#N/A
593;KANSL1;0.000288914;#N/A
594;LGALS9;0.000288782;#N/A
595;SPN;0.000288709;#N/A
596;ATXN7;0.000288614;x
597;RPS6KB1;0.000288496;#N/A
598;PPP2R1A;0.000288445;x
599;MYCBP2;0.000288426;#N/A
600;GAPVD1;0.000288301;#N/A
601;ATP5ME;0.000288293;#N/A
602;RACGAP1;0.000287849;#N/A
603;ATF6;0.000287781;#N/A
604;SELENOH;0.000287474;#N/A
605;VAV1;0.000287129;x
606;PIK3R1;0.000287031;x
607;LAGE3;0.000286832;#N/A
608;GLP1R;0.000286646;#N/A
609;FERMT3;0.000286475;#N/A
610;CCDC117;0.000286243;#N/A
611;SNX6;0.000286161;#N/A
612;COPE;0.000285897;#N/A
613;RUNX3;0.000285763;#N/A
614;TNFSF13B;0.000285262;#N/A
615;TRAPPC6A;0.00028495;#N/A
616;ZDHHC17;0.000284923;#N/A
617;MBD5;0.000284899;#N/A
618;ARFRP1;0.000284563;#N/A
619;CCNA2;0.000284168;#N/A
620;TINF2;0.000283811;#N/A
621;AZI2;0.000283766;#N/A
622;NOTCH1;0.000283659;x
623;PRR11;0.000283576;#N/A
624;TTC28;0.000283434;#N/A
625;LIMA1;0.000283065;#N/A
626;THAP7;0.000282834;#N/A
627;HNRNPD;0.000282713;#N/A
628;ITGB2;0.000282228;#N/A
629;ATP5PO;0.000282173;#N/A
630;TPM1;0.000282057;#N/A
631;ZNF292;0.000281954;x
632;CSNK1A1;0.000281878;#N/A
633;LCP2;0.000281684;#N/A
634;EPB41L2;0.000281457;#N/A
635;TRIO;0.000281243;#N/A
636;CUL4B;0.000281176;#N/A
637;CCR5;0.00028113;#N/A
638;RPP25L;0.000280884;#N/A
639;SEC24A;0.000280711;#N/A
640;LUZP1;0.000280663;#N/A
641;RNASEH2C;0.000280533;#N/A
642;SLC8A1;0.000280153;#N/A
643;FZD7;0.000280002;#N/A
644;REL;0.000279991;x
645;SLAMF1;0.000279954;#N/A
646;SLC39A4;0.000279749;#N/A
647;FKBP8;0.00027971;#N/A
648;CDK1;0.000279538;#N/A
649;CYTIP;0.000279227;#N/A
650;MRPL14;0.000279098;#N/A
651;DNAJC13;0.000278397;#N/A
652;LCK;0.000278275;x
653;MYO19;0.000278095;#N/A
654;ARHGEF6;0.000278085;#N/A
655;ECI1;0.000278054;#N/A
656;CDC34;0.000277948;#N/A
657;CNRIP1;0.000277938;#N/A
658;NCBP1;0.000277839;#N/A
659;SDHAF2;0.000277836;x
660;TCP11L2;0.000277055;#N/A
661;PSMB7;0.000276838;#N/A
662;GNL3L;0.000276337;#N/A
663;CRYAB;0.000276059;#N/A
664;GAB3;0.000275915;#N/A
665;AHCTF1;0.000275657;#N/A
666;PPP4R3B;0.000275596;#N/A
667;HIF1A;0.000275528;x
668;UHRF1BP1L;0.000275348;#N/A
669;PHPT1;0.000275342;#N/A
670;DYNLL1;0.000275098;#N/A
671;ITSN1;0.000274972;#N/A
672;NOP56;0.000274707;#N/A
673;LHX4;0.000274612;#N/A
674;WDR36;0.000274599;#N/A
675;HTR3C;0.000274339;#N/A
676;PURA;0.000274325;#N/A
677;PDCD6IP;0.000274127;#N/A
678;LCA5;0.00027407;#N/A
679;FAU;0.000274037;#N/A
680;TAFAZZIN;0.000273843;#N/A
681;USE1;0.000273755;#N/A
682;MRPL2;0.000273739;#N/A
683;MIIP;0.000273502;#N/A
684;ATXN1L;0.000273026;#N/A
685;CEP85L;0.000273016;#N/A
686;MYO1F;0.000272879;#N/A
687;ZWINT;0.000272512;#N/A
688;CIITA;0.000272472;x
689;TRPC1;0.000272393;#N/A
690;ARHGAP21;0.00027231;#N/A
691;TRIP13;0.000271776;x
692;XRN1;0.000271078;#N/A
693;SH3KBP1;0.00027105;#N/A
694;PIK3CD;0.000270902;x
695;HDAC6;0.00027046;#N/A
696;ROCK2;0.000270228;#N/A
697;RPS15;0.000269966;x
698;NEDD8;0.000269344;#N/A
699;RBX1;0.000269266;#N/A
700;PHKG2;0.000269194;#N/A
701;SNX29;0.00026919;#N/A
702;BUB1B;0.000269189;x
703;YWHAE;0.000269157;#N/A
704;HGS;0.000269097;#N/A
705;MSN;0.000269077;#N/A
706;PLCG2;0.000268968;x
707;SQSTM1;0.000268617;x
708;FIS1;0.00026847;#N/A
709;JAK2;0.000268439;x
710;RNF25;0.000267514;#N/A
711;LGALS3;0.000267441;#N/A
712;CDC73;0.000267422;x
713;EVI2A;0.000267241;#N/A
714;CDC42;0.000267176;x
