ENSG00000123500	256
ENSG00000170373	206
ENSG00000101441	202
ENSG00000170369	202
ENSG00000129991	155
ENSG00000125571	151
ENSG00000163283	150
ENSG00000136231	149
ENSG00000204866	141
ENSG00000203814	135
ENSG00000196866	124
ENSG00000164778	114
ENSG00000175294	113
ENSG00000149948	113
ENSG00000273703	113
ENSG00000131668	110
ENSG00000274641	109
ENSG00000122133	104
ENSG00000164283	103
ENSG00000104760	103
ENSG00000180806	101
ENSG00000105464	100
ENSG00000037965	99
ENSG00000172061	99
ENSG00000162849	98
ENSG00000124635	97
ENSG00000197757	95
ENSG00000204941	95
ENSG00000124575	94
ENSG00000116032	94
ENSG00000101115	89
ENSG00000275713	88
ENSG00000073792	88
ENSG00000274290	87
ENSG00000004848	86
ENSG00000169258	85
ENSG00000184678	85
ENSG00000047936	85
ENSG00000205426	83
ENSG00000139219	82
ENSG00000169750	81
ENSG00000105048	81
ENSG00000115386	80
ENSG00000070729	80
ENSG00000122641	79
ENSG00000138435	79
ENSG00000178150	78
ENSG00000062038	78
ENSG00000145321	77
ENSG00000243137	76
ENSG00000163975	76
ENSG00000101282	75
ENSG00000145192	75
ENSG00000196155	75
ENSG00000116017	72
ENSG00000134640	72
ENSG00000163286	71
ENSG00000163631	71
ENSG00000175315	71
ENSG00000154764	70
ENSG00000139292	70
ENSG00000174827	69
ENSG00000180537	69
ENSG00000099399	69
ENSG00000183010	68
ENSG00000180818	68
ENSG00000171360	68
ENSG00000130540	67
ENSG00000143847	67
ENSG00000184571	67
ENSG00000026559	66
ENSG00000133475	66
ENSG00000197903	65
ENSG00000180999	65
ENSG00000186847	65
ENSG00000163586	65
ENSG00000167244	65
ENSG00000274391	64
ENSG00000125798	64
ENSG00000169067	63
ENSG00000106327	62
ENSG00000122136	62
ENSG00000095970	62
ENSG00000107105	62
ENSG00000236279	62
ENSG00000185247	62
ENSG00000183072	62
ENSG00000123364	61
ENSG00000206181	61
ENSG00000254647	61
ENSG00000075461	60
ENSG00000159217	60
ENSG00000169635	59
ENSG00000105675	59
ENSG00000165553	59
ENSG00000181143	59
ENSG00000185640	59
ENSG00000122861	59
ENSG00000091583	58
ENSG00000168298	57
ENSG00000160200	57
ENSG00000135097	57
ENSG00000147509	57
ENSG00000008300	57
ENSG00000183625	56
ENSG00000139515	56
ENSG00000113327	56
ENSG00000233822	56
ENSG00000171560	56
ENSG00000040608	56
ENSG00000176887	55
ENSG00000100665	55
ENSG00000069482	55
ENSG00000162814	54
ENSG00000188991	54
ENSG00000138829	54
ENSG00000109193	54
ENSG00000152503	54
ENSG00000113889	53
ENSG00000101222	53
ENSG00000101323	53
ENSG00000115290	53
ENSG00000136944	53
ENSG00000177468	53
ENSG00000189410	53
ENSG00000110245	52
ENSG00000229314	52
ENSG00000133101	52
ENSG00000181418	52
ENSG00000106927	52
ENSG00000171403	52
ENSG00000152192	52
ENSG00000116039	51
ENSG00000161682	51
ENSG00000091129	51
ENSG00000100344	50
ENSG00000114554	50
ENSG00000125820	50
ENSG00000046774	50
ENSG00000144355	50
ENSG00000213931	49
ENSG00000143921	49
ENSG00000197249	49
ENSG00000187837	49
ENSG00000179046	49
ENSG00000147381	49
ENSG00000183770	48
ENSG00000145604	48
ENSG00000179133	48
ENSG00000154920	47
ENSG00000167971	47
ENSG00000113905	47
ENSG00000165799	47
ENSG00000171551	47
ENSG00000115850	47
ENSG00000134321	47
ENSG00000172331	46
ENSG00000196660	46
ENSG00000105141	46
ENSG00000188293	46
ENSG00000115844	46
ENSG00000105501	46
ENSG00000077935	45
ENSG00000106484	45
ENSG00000058404	45
ENSG00000177984	45
ENSG00000163735	45
ENSG00000019505	45
ENSG00000129988	44
ENSG00000184357	44
ENSG00000065371	44
ENSG00000060982	44
ENSG00000169856	44
ENSG00000140105	44
ENSG00000159763	44
ENSG00000134684	44
ENSG00000125872	44
ENSG00000171557	43
ENSG00000145555	43
ENSG00000163530	43
ENSG00000133466	43
ENSG00000206557	43
ENSG00000231924	42
ENSG00000182272	42
ENSG00000168843	42
ENSG00000181333	42
ENSG00000107159	42
ENSG00000072041	42
ENSG00000118785	42
ENSG00000180340	42
ENSG00000085662	42
ENSG00000158874	42
ENSG00000185615	42
ENSG00000054179	42
ENSG00000087494	42
ENSG00000081985	42
ENSG00000121743	42
ENSG00000277586	41
ENSG00000278023	41
ENSG00000180730	41
ENSG00000196353	41
ENSG00000130821	41
ENSG00000173805	41
ENSG00000105550	40
ENSG00000056736	40
ENSG00000158796	40
ENSG00000148408	40
ENSG00000128965	40
ENSG00000171388	40
ENSG00000158764	40
ENSG00000118137	40
ENSG00000065609	40
ENSG00000213366	40
ENSG00000136352	39
ENSG00000148584	39
ENSG00000117601	39
ENSG00000143355	39
ENSG00000166930	39
ENSG00000136535	39
ENSG00000214415	39
ENSG00000145920	39
