ENSG00000282302
ENSG00000273943
ENSG00000234495
ENSG00000262327
ENSG00000275837
ENSG00000278191
ENSG00000276618
ENSG00000262418
ENSG00000273686
ENSG00000274442
ENSG00000282607
ENSG00000276615
ENSG00000275565
ENSG00000280641
ENSG00000275199
ENSG00000274474
ENSG00000234012
ENSG00000273993
ENSG00000223680
ENSG00000227715
ENSG00000206450
ENSG00000238196
ENSG00000225967
ENSG00000281614
ENSG00000275851
ENSG00000206435
ENSG00000276194
ENSG00000231617
ENSG00000012817
ENSG00000276480
ENSG00000225553
ENSG00000276833
ENSG00000281813
ENSG00000282932
ENSG00000281324
ENSG00000284792
ENSG00000284099
ENSG00000284900
ENSG00000288516
ENSG00000141380
ENSG00000070371
ENSG00000182162
ENSG00000175387
ENSG00000169093
ENSG00000181544
ENSG00000141655
ENSG00000124151
ENSG00000175354
ENSG00000169184
ENSG00000081913
ENSG00000198795
ENSG00000075218
ENSG00000109606
ENSG00000134759
ENSG00000160201
ENSG00000185917
ENSG00000068323
ENSG00000187790
ENSG00000187690
ENSG00000147082
ENSG00000196767
ENSG00000101115
ENSG00000145147
ENSG00000184402
ENSG00000101096
ENSG00000185736
ENSG00000102554
ENSG00000170558
ENSG00000102755
ENSG00000164985
ENSG00000184675
ENSG00000100811
ENSG00000080503
ENSG00000124145
ENSG00000100393
ENSG00000127152
ENSG00000100105
ENSG00000156920
ENSG00000183579
ENSG00000145216
ENSG00000066455
ENSG00000147130
ENSG00000137265
ENSG00000119547
ENSG00000131323
ENSG00000083520
ENSG00000172175
ENSG00000205927
ENSG00000124795
ENSG00000157765
ENSG00000142166
ENSG00000183576
ENSG00000141448
ENSG00000100030
ENSG00000008083
ENSG00000101213
ENSG00000109787
ENSG00000088305
ENSG00000185950
ENSG00000157554
ENSG00000126777
ENSG00000171791
ENSG00000179222
ENSG00000109132
ENSG00000167244
ENSG00000138336
ENSG00000107984
ENSG00000170759
ENSG00000130829
ENSG00000122512
ENSG00000184923
ENSG00000101752
ENSG00000155011
ENSG00000184481
ENSG00000108091
ENSG00000133818
ENSG00000129204
ENSG00000169083
ENSG00000196781
ENSG00000124813
ENSG00000006468
ENSG00000206073
ENSG00000073614
ENSG00000057149
ENSG00000101349
ENSG00000122025
ENSG00000183765
ENSG00000198900
ENSG00000085224
ENSG00000165025
ENSG00000086205
ENSG00000158169
ENSG00000138674
ENSG00000119684
ENSG00000166068
ENSG00000215301
ENSG00000169925
ENSG00000139083
ENSG00000106100
ENSG00000136826
ENSG00000184486
ENSG00000100084
ENSG00000106799
ENSG00000029725
ENSG00000186350
ENSG00000148795
ENSG00000119487
ENSG00000204103
ENSG00000151490
ENSG00000057657
ENSG00000080824
ENSG00000147403
ENSG00000112182
ENSG00000072501
ENSG00000106483
ENSG00000187239
ENSG00000147065
ENSG00000147140
ENSG00000148843
ENSG00000188994
ENSG00000134853
ENSG00000135341
ENSG00000096384
ENSG00000173599
ENSG00000160293
ENSG00000132141
ENSG00000141646
ENSG00000009413
ENSG00000148737
ENSG00000125354
ENSG00000100697
ENSG00000078142
ENSG00000162337
ENSG00000136167
ENSG00000177409
ENSG00000186472
ENSG00000141738
ENSG00000073921
ENSG00000140464
ENSG00000085185
