ENSG00000273943
ENSG00000262418
ENSG00000276480
ENSG00000284792
ENSG00000129514
ENSG00000100393
ENSG00000156920
ENSG00000147130
ENSG00000188994
ENSG00000186472
ENSG00000189079
ENSG00000147050
ENSG00000139618
ENSG00000253729
ENSG00000184634
ENSG00000134982
ENSG00000067369
ENSG00000196498
ENSG00000065526
ENSG00000140836
ENSG00000157764
ENSG00000102038
ENSG00000168036
ENSG00000196159
ENSG00000168702
ENSG00000085563
ENSG00000121067
ENSG00000167258
ENSG00000141510
ENSG00000189056
ENSG00000085276
ENSG00000055609
ENSG00000105722
ENSG00000111642
ENSG00000047410
ENSG00000183454
ENSG00000188906
ENSG00000118058
ENSG00000149311
ENSG00000111276
ENSG00000121879
ENSG00000167548
ENSG00000154928
ENSG00000141027
ENSG00000173821
ENSG00000181555
